first_class,second_class,third_class
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,1.1.8 PedestrianCrossing
1.GoStraight,1.1 InLane,1.1.8 PedestrianCrossing
1.GoStraight,1.1 InLane,1.1.8 PedestrianCrossing
1.GoStraight,1.1 InLane,1.1.8 PedestrianCrossing
1.GoStraight,1.1 InLane,1.1.8 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
