first_class,second_class,third_class
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.1 InLane,1.1.7  LeadVehicleWrongDriveway
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
