first_class,second_class,third_class
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.1 StopAndWait,2.1.1 StopAtRedLight
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
2. Crossing,2.4 GoStraight,2.4.1 NoVehiclesAhead
