first_class,second_class,third_class
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.1 NoVehiclesAhead
2. Crossing,2.7 UTurn,2.7.3 VehiclesCrossing
2. Crossing,2.7 UTurn,2.7.3 VehiclesCrossing
2. Crossing,2.7 UTurn,2.7.3 VehiclesCrossing
2. Crossing,2.7 UTurn,2.7.3 VehiclesCrossing
2. Crossing,2.7 UTurn,2.7.3 VehiclesCrossing
2. Crossing,2.7 UTurn,2.7.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,2.5.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,2.5.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,2.5.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,2.5.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,2.5.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,9.9.9 Invalid
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.3 VehiclesCrossing
2. Crossing,2.4 GoStraight,2.4.3 VehiclesCrossing
2. Crossing,2.4 GoStraight,2.4.3 VehiclesCrossing
2. Crossing,2.4 GoStraight,2.4.3 VehiclesCrossing
2. Crossing,2.4 GoStraight,2.4.3 VehiclesCrossing
