first_class,second_class,third_class
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,9.9 Invalid,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
2. Crossing,2.6 TurnRight,9.9.9 Invalid
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
