first_class,second_class,third_class
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,1.2.1 ObstaclesAhead
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,1.2.1 ObstaclesAhead
1.GoStraight,1.2 ChangingLaneLeft,1.2.1 ObstaclesAhead
1.GoStraight,1.2 ChangingLaneLeft,1.2.1 ObstaclesAhead
2. Crossing,2.5 TurnLeft,2.5.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,2.5.3 VehiclesCrossing
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
