first_class,second_class,third_class
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.1 StopAndWait,2.1.8 VehiclesCrossing
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
