first_class,second_class,third_class
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
2. Crossing,2.1 StopAndWait,2.1.5 PedestrianCrossing
