first_class,second_class,third_class
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.3 Driving,9.9.9 Invalid
4.SlipRoad,4.2 DriveOut,9.9.9 Invalid
4.SlipRoad,4.2 DriveOut,9.9.9 Invalid
4.SlipRoad,4.2 DriveOut,9.9.9 Invalid
4.SlipRoad,4.2 DriveOut,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.5 ChangingTurnRight,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
