first_class,second_class,third_class
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.4 GoStraight,2.4.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.1 NoVehiclesAhead
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
2. Crossing,2.5 TurnLeft,2.5.2 WithLeadVehicle
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
