first_class,second_class,third_class
1.GoStraight,1.3 ChangingLaneRight,9.9.9 Invalid
1.GoStraight,1.3 ChangingLaneRight,9.9.9 Invalid
1.GoStraight,1.3 ChangingLaneRight,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
1.GoStraight,1.9 RidingLane,9.9.9 Invalid
1.GoStraight,1.9 RidingLane,9.9.9 Invalid
1.GoStraight,1.9 RidingLane,9.9.9 Invalid
1.GoStraight,1.9 RidingLane,9.9.9 Invalid
1.GoStraight,1.9 RidingLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
