first_class,second_class,third_class
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.3 VehicleCutInAhead
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,9.9 Invalid,9.9.9 Invalid
1.GoStraight,9.9 Invalid,9.9.9 Invalid
1.GoStraight,1.6 ChangingStop,9.9.9 Invalid
1.GoStraight,1.6 ChangingStop,9.9.9 Invalid
1.GoStraight,1.6 ChangingStop,9.9.9 Invalid
1.GoStraight,1.6 ChangingStop,9.9.9 Invalid
1.GoStraight,1.6 ChangingStop,9.9.9 Invalid
1.GoStraight,1.6 ChangingStop,9.9.9 Invalid
1.GoStraight,1.6 ChangingStop,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
