first_class,second_class,third_class
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.3 VehicleCutInAhead
1.GoStraight,1.1 InLane,1.1.3 VehicleCutInAhead
1.GoStraight,1.1 InLane,1.1.3 VehicleCutInAhead
1.GoStraight,1.1 InLane,1.1.3 VehicleCutInAhead
1.GoStraight,1.1 InLane,1.1.3 VehicleCutInAhead
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
