first_class,second_class,third_class
2. Crossing,2.4 GoStraight,9.9.9 Invalid
2. Crossing,2.4 GoStraight,9.9.9 Invalid
2. Crossing,2.4 GoStraight,9.9.9 Invalid
2. Crossing,2.4 GoStraight,9.9.9 Invalid
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.2 LeadVehicleCutOut
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.5 LeadVehicleStppoed
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
2. Crossing,2.4 GoStraight,9.9.9 Invalid
2. Crossing,2.4 GoStraight,9.9.9 Invalid
2. Crossing,2.4 GoStraight,9.9.9 Invalid
