first_class,second_class,third_class
2. Crossing,2.1 StopAndWait,2.1.2 StopAtYellowLight
2. Crossing,2.1 StopAndWait,2.1.2 StopAtYellowLight
2. Crossing,2.1 StopAndWait,2.1.2 StopAtYellowLight
2. Crossing,2.1 StopAndWait,2.1.2 StopAtYellowLight
2. Crossing,2.1 StopAndWait,2.1.2 StopAtYellowLight
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
2. Crossing,2.2 Starting,2.2.2 RoundLightChanged
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,1.1.6 LeadVehicleAccelerating
1.GoStraight,1.1 InLane,9.9.9 Invalid
1.GoStraight,1.1 InLane,9.9.9 Invalid
