first_class,second_class,third_class
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
1.GoStraight,1.1 InLane,1.1.1 LeadVehicleConstant
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.2 WithLeadVehicle
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.3 VehiclesCrossing
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
2. Crossing,2.6 TurnRight,2.6.1 NoVehiclesAhead
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
1.GoStraight,1.2 ChangingLaneLeft,9.9.9 Invalid
